NOx,WIND_DIREC,O3,NMHC,CO,NO,NO2,RH,PM10,CH4,WIND_SPEED,AMB_TEMP,THC,WS_HR,WD_HR,SO2,DATE,Hour,PM2.5
5.4,258,9.7,0.01,0.1,0.7,4.7,77,16,1.7,1.7,29,1.7,1.2,253,1.5,2018/6/30,0,4
4.3,258,14,0,0.09,0.2,4.1,77,14,1.7,1.4,29,1.7,1.3,256,1,2018/6/30,1,9
3.3,265,16,0,0.09,-0.1,3.4,80,17,1.7,0.8,29,1.7,1.2,256,0.6,2018/6/30,2,6
2.9,248,16,0.01,0.09,0.2,2.7,81,18,1.7,0.9,29,1.7,0.5,272,0,2018/6/30,3,7
2.3,258,19,0.01,0.09,-0.1,2.4,80,21,1.7,0.8,29,1.7,0.6,263,0,2018/6/30,4,3
5.3,97,13,0.05,0.16,0.1,5.1,80,23,1.7,1.2,29,1.8,0.2,13,0.4,2018/6/30,5,6
13,52,6.1,0.12,0.26,3.3,10,84,27,1.9,1.9,28,2,1.6,61,0.9,2018/6/30,6,1
18,204,10,0.14,0.35,6.8,11,82,32,1.8,1.2,29,2,0.3,186,1.6,2018/6/30,7,11
13,278,25,0.12,0.3,3.6,9.7,80,29,1.8,2.1,30,1.9,1.1,249,0.8,2018/6/30,8,11
6.4,276,34,0.05,0.18,1.2,5.2,71,31,1.7,3.3,31,1.8,1.7,275,0.8,2018/6/30,9,16
3.2,287,39,0.03,0.15,-0.1,3.3,69,28,1.7,2.8,32,1.8,2.3,282,0.9,2018/6/30,10,17
3.6,303,36,0.02,0.13,0.1,3.5,70,35,1.7,3.2,31,1.7,2.9,297,1.1,2018/6/30,11,14
4.1,289,39,0.01,0.12,0.4,3.7,72,37,1.7,2.8,31,1.7,3,295,0.9,2018/6/30,12,14
3,298,44,0.01,0.12,0.2,2.8,73,37,1.7,3.1,31,1.7,2.9,301,1.3,2018/6/30,13,5
2.8,247,33,0.01,0.12,0.2,2.5,70,38,1.7,2.5,32,1.7,2.3,282,0.8,2018/6/30,14,12
2.9,277,33,0.01,0.12,0.1,2.8,74,34,1.7,2.9,31,1.7,2.5,264,1.2,2018/6/30,15,14
2.4,283,30,0.01,0.13,0.1,2.3,75,37,1.7,4,31,1.7,3.1,277,0.8,2018/6/30,16,18
3.1,51,34,0.02,0.15,0,3.2,73,36,1.7,3.4,31,1.7,1.6,299,0.6,2018/6/30,17,12
16,106,22,0.13,0.28,0.7,15,75,41,1.8,2.2,29,1.9,2.1,82,2.6,2018/6/30,18,4
17,36,19,0.11,0.36,0.4,17,77,35,1.8,1.9,29,1.9,1.6,49,0.4,2018/6/30,19,4
16,123,18,0.12,0.33,0.5,15,81,32,1.8,1.6,28,1.9,2.1,52,0.9,2018/6/30,20,8
15,110,18,0.1,0.33,0.3,15,85,31,1.8,1.1,28,1.9,1.4,68,0.7,2018/6/30,21,18
15,27,19,0.1,0.37,0.3,14,85,32,1.8,1.3,28,1.9,0.6,54,0.1,2018/6/30,22,14
17,295,16,0.17,0.28,0.3,17,83,31,1.8,3.2,28,2,1,332,2.8,2018/6/30,23,10
8.5,219,14,0.03,0.12,0.5,8,82,28,1.7,1.6,29,1.7,0.8,210,1.4,2018/6/29,0,4
6,268,15,0.02,0.09,0.4,5.6,82,25,1.7,1.4,29,1.7,1.2,208,2.1,2018/6/29,1,1
7,36,9.5,0.07,0.14,0.8,6.2,84,19,1.9,0.9,28,2,0.8,26,1.9,2018/6/29,2,2
10,87,6.5,0.09,0.17,1.2,8.9,85,21,2,1.8,28,2.1,1.1,62,2.7,2018/6/29,3,1
9.7,64,6.1,0.09,0.17,0.9,8.8,84,20,2,1.3,28,2,1.1,79,2,2018/6/29,4,1
12,84,4.5,0.11,0.22,2.1,9.9,84,24,2,1.2,28,2.1,1.2,64,1.6,2018/6/29,5,6
16,69,6.8,0.13,0.3,6,10,83,23,2,2,29,2.1,1.4,73,3.3,2018/6/29,6,7
23,297,7.6,0.09,0.25,11,12,81,24,1.8,1,29,1.9,1.1,326,2.7,2018/6/29,7,9
23,202,11,0.1,0.32,11,12,81,25,1.8,1.5,29,1.9,0.4,245,2.8,2018/6/29,8,11
11,220,16,0.06,0.17,4,6.6,70,27,1.7,1.9,31,1.8,1.5,206,2.2,2018/6/29,9,8
8.4,262,18,0.03,0.13,2.9,5.5,69,33,1.7,3,31,1.7,1.9,257,2,2018/6/29,10,9
3.4,290,19,0.02,0.1,1.3,2.1,69,28,1.7,3,32,1.7,2.4,280,1.1,2018/6/29,11,4
3.8,271,25,0,0.08,1.5,2.3,68,26,1.7,2.7,32,1.7,3.1,279,2,2018/6/29,12,4
3,295,25,0,0.08,1.1,2,69,19,1.7,3.1,32,1.7,2.9,280,1.6,2018/6/29,13,1
2.9,275,20,0,0.09,1.1,1.8,68,23,1.7,2.9,32,1.7,2.5,271,1.4,2018/6/29,14,2
3.3,269,21,0.01,0.1,1.5,1.8,68,24,1.7,2.3,32,1.7,2.5,280,1.2,2018/6/29,15,2
4.1,285,19,0.02,0.11,1.3,2.8,67,22,1.7,2.4,31,1.7,2.1,279,1.2,2018/6/29,16,3
3.9,283,19,0.01,0.12,1,2.9,71,20,1.7,2.2,30,1.7,2.3,279,1.3,2018/6/29,17,2
4.3,274,18,0.01,0.11,1,3.3,75,22,1.7,2.2,30,1.7,1.8,284,1.1,2018/6/29,18,1
10,248,11,0.03,0.15,1.3,9.2,75,25,1.7,1.2,29,1.7,1.1,262,1.1,2018/6/29,19,7
12,246,9.7,0.03,0.14,1.9,10,77,28,1.7,2.3,29,1.7,1.4,246,0.9,2018/6/29,20,2
13,290,8.9,0.01,0.11,3.1,9.5,78,27,1.7,1,29,1.7,1.2,280,0.5,2018/6/29,21,3
9.2,247,8.3,0.03,0.13,1.1,8.1,79,25,1.7,1.5,29,1.7,1.3,249,1,2018/6/29,22,1
4.7,263,11,0.02,0.11,0.6,4.2,78,18,1.7,1.5,29,1.7,1.5,255,1.1,2018/6/29,23,2
25,141,4.9,0.32,0.64,1.4,24,81,39,2,1.2,28,2.3,1.4,125,2.5,2018/6/28,0,18
23,182,9.3,0.24,0.31,0.9,22,81,40,1.9,1.5,28,2.1,1.2,176,11,2018/6/28,1,19
17,47,6.3,0.19,0.31,0.9,16,84,46,2.1,1.5,28,2.2,0.9,56,4.3,2018/6/28,2,14
17,86,5.9,0.17,0.3,1.1,16,86,45,2.1,1.9,27,2.3,1.8,74,2.6,2018/6/28,3,13
14,61,8.2,0.13,0.26,0.9,13,87,42,2,0.8,27,2.2,1,67,3.2,2018/6/28,4,11
16,40,6.3,0.13,0.3,1.4,14,87,43,1.9,1.4,27,2.1,1,38,2.4,2018/6/28,5,12
23,0.8,11,0.29,0.42,5.5,17,86,49,1.9,1.1,27,2.2,1,24,2.4,2018/6/28,6,11
23,135,17,0.22,0.46,6.5,16,80,52,1.8,1.9,29,2.1,0.7,84,3.6,2018/6/28,7,16
24,217,18,0.15,0.56,6.9,17,72,49,1.8,1.9,30,1.9,1.6,188,5.6,2018/6/28,8,19
25,200,14,0.14,0.3,8.9,16,71,44,1.7,2.6,31,1.9,2.1,209,6.1,2018/6/28,9,24
8.9,213,20,0.05,0.15,3.4,5.5,66,37,1.7,3.3,32,1.8,2.2,211,1.6,2018/6/28,10,22
7,197,24,0.05,0.15,1.9,5.1,65,30,1.7,4.2,32,1.8,3.2,203,1.9,2018/6/28,11,21
6,236,25,0.03,0.12,1.6,4.3,65,26,1.7,2.6,32,1.7,2.3,209,1.4,2018/6/28,12,14
5.1,219,21,0.02,0.11,1.4,3.7,65,28,1.7,3.5,32,1.7,2.9,221,1.9,2018/6/28,13,10
6.3,210,19,0.02,0.12,1.9,4.4,64,28,1.7,2.9,32,1.7,3,209,1.2,2018/6/28,14,9
6.5,238,16,0.03,0.13,2.1,4.4,66,29,1.7,2.8,32,1.7,1.6,223,1.2,2018/6/28,15,10
5.9,266,21,0.02,0.11,1.9,4,66,25,1.7,3.4,32,1.7,2.2,260,1.1,2018/6/28,16,7
7.2,241,21,0.02,0.13,1.3,5.8,70,20,1.7,2.4,31,1.7,1.7,252,2.3,2018/6/28,17,8
6.8,267,17,0.03,0.14,0.8,6,76,18,1.7,1.2,30,1.7,1.8,247,1.9,2018/6/28,18,12
5.9,222,18,0.02,0.14,0.4,5.5,79,19,1.7,1.5,29,1.7,1.4,250,0.8,2018/6/28,19,12
6.2,272,16,0.04,0.16,0.6,5.6,79,23,1.7,1.1,29,1.7,1,255,0.4,2018/6/28,20,5
7.2,248,14,0.05,0.18,0.6,6.6,79,23,1.7,1.5,29,1.8,1,245,0.8,2018/6/28,21,1
8.1,267,13,0.05,0.16,0.5,7.6,80,27,1.7,1,29,1.8,0.8,249,1,2018/6/28,22,4
8.5,248,12,0.05,0.16,0.4,8,81,33,1.7,1,29,1.8,0.7,239,1.1,2018/6/28,23,3
13,330,5.9,0.06,0.17,1.7,12,76,33,1.8,0.6,29,1.8,0.9,335,1.5,2018/6/27,0,2
8.7,21,8.8,0.05,0.18,0.3,8.3,77,29,1.8,1,28,1.8,0.7,340,1.2,2018/6/27,1,9
21,52,1,0.25,0.34,4.1,16,80,36,1.9,0.6,28,2.2,0.8,48,1.7,2018/6/27,2,4
16,27,2.6,0.2,0.27,1.7,14,82,43,1.9,1.1,28,2.1,0.9,27,2.3,2018/6/27,3,8
14,101,3.3,0.18,0.27,0.5,13,85,50,1.9,0.9,28,2.1,0.6,71,3.6,2018/6/27,4,6
18,18,2.7,0.17,0.36,3.1,15,85,54,1.9,1.6,27,2.1,1.2,27,4.9,2018/6/27,5,14
18,29,10,0.27,0.38,4.7,14,85,58,1.9,2.2,28,2.1,1.4,25,3.7,2018/6/27,6,14
14,28,21,0.18,0.36,2.6,11,78,56,1.9,2.7,29,2,2.1,25,2,2018/6/27,7,12
14,1.4,24,0.12,0.33,3.1,11,73,49,1.9,2.5,30,2,2.8,6,1.8,2018/6/27,8,14
12,288,29,0.07,0.23,2.1,9.4,69,48,1.8,3.9,31,1.9,2.2,332,1.9,2018/6/27,9,21
5,300,33,0.02,0.13,0.9,4.1,74,43,1.7,4.7,31,1.7,3.6,298,1.4,2018/6/27,10,19
5.3,308,33,0.02,0.13,1,4.3,73,41,1.7,4.3,31,1.7,4.5,305,1.7,2018/6/27,11,14
3.8,287,33,0.01,0.11,0.6,3.2,72,30,1.7,5,31,1.7,4.6,297,1.1,2018/6/27,12,14
4,286,34,0,0.11,0.7,3.4,73,32,1.7,3.6,31,1.7,4.5,299,1.7,2018/6/27,13,18
5,309,29,0.01,0.12,0.3,4.7,81,24,1.7,2.8,29,1.7,2.6,291,1.2,2018/6/27,14,16
10,337,21,0.03,0.15,0.7,9.8,85,19,1.7,1.9,29,1.7,1.8,324,1.2,2018/6/27,15,12
11,36,20,0.08,0.23,0.9,9.9,85,14,1.7,2.7,29,1.8,1.9,11,0.8,2018/6/27,16,13
29,17,13,0.26,0.44,3.3,25,84,27,1.8,1.6,28,2.1,1.8,28,2,2018/6/27,17,12
30,45,10,0.3,0.63,2.7,27,84,37,1.8,1.6,28,2.1,1.6,7.2,1.4,2018/6/27,18,10
22,8.9,15,0.23,0.54,0.3,21,83,48,1.8,0.8,28,2,1.2,36,0.7,2018/6/27,19,5
21,334,12,0.25,0.52,0.3,21,82,39,1.8,0.9,28,2.1,0.6,345,1,2018/6/27,20,3
43,87,1.3,0.41,0.88,9.8,33,83,37,1.9,0.7,28,2.3,0.8,37,1.9,2018/6/27,21,1
35,82,4.3,0.33,0.79,7.8,27,83,33,1.9,1.6,28,2.2,1.1,84,2.3,2018/6/27,22,2
23,67,7.8,0.25,0.58,1,22,81,34,1.9,1.8,28,2.2,1.7,83,1.2,2018/6/27,23,9
3.9,258,13,0,0.1,1.1,2.8,84,26,1.7,1.2,28,1.7,1.3,263,1.3,2018/6/26,0,5
4.2,263,13,0.02,0.08,0.7,3.5,84,27,1.7,1.8,28,1.7,1.1,258,0.9,2018/6/26,1,1
3.9,292,12,0,0.08,0.6,3.2,84,34,1.7,1.3,28,1.7,1.2,270,1.1,2018/6/26,2,2
4.6,25,9.8,0.02,0.09,0.9,3.7,85,34,1.7,1.5,28,1.7,0.7,357,0.9,2018/6/26,3,1
8.7,35,7.7,0.1,0.15,1.1,7.6,86,32,1.8,1.9,28,1.9,1.5,31,1.1,2018/6/26,4,1
9.1,39,7.8,0.13,0.18,1.1,8,87,31,1.8,1.8,27,2,1.8,30,1.2,2018/6/26,5,1
9.6,31,12,0.1,0.21,2.1,7.6,87,36,1.8,2.2,28,1.9,2,40,1.2,2018/6/26,6,6
9.9,359,17,0.1,0.26,2.9,7,82,38,1.8,2.4,29,1.9,2.3,17,1.8,2018/6/26,7,6
16,338,16,0.08,0.3,5.8,10,75,39,1.8,2.3,31,1.8,2.5,7.9,6.3,2018/6/26,8,10
11,303,23,0.04,0.15,3.7,7,71,34,1.8,3.3,31,1.8,2.9,302,3.2,2018/6/26,9,10
6.5,304,31,0.03,0.11,2.1,4.3,71,27,1.7,3.7,31,1.8,3.4,298,1.8,2018/6/26,10,14
5.3,299,29,0.01,0.09,1.9,3.5,70,17,1.7,4.7,32,1.7,3.8,302,1.6,2018/6/26,11,11
3.8,297,35,0.01,0.08,1.5,2.4,70,20,1.7,5,32,1.7,4.6,299,1.5,2018/6/26,12,7
4.9,283,45,0.01,0.11,1.2,3.7,72,29,1.7,3.7,32,1.8,4.2,297,2.3,2018/6/26,13,6
6.7,298,30,0.02,0.09,1.7,5,73,20,1.7,3.3,31,1.7,3.5,290,2.6,2018/6/26,14,7
14,308,16,0.03,0.11,2.1,12,80,16,1.7,2.9,29,1.7,2.4,300,2.1,2018/6/26,15,7
8.9,294,19,0.01,0.1,2.3,6.5,80,26,1.7,3.4,29,1.7,3.3,297,1.2,2018/6/26,16,13
6.3,323,20,0.03,0.12,1.5,4.8,79,28,1.7,2.6,29,1.7,2.5,309,1,2018/6/26,17,6
5.6,334,18,0.02,0.12,1,4.6,78,27,1.7,1.8,29,1.7,2,320,0.9,2018/6/26,18,9
5.9,346,16,0.02,0.12,0.8,5.1,78,30,1.7,1.8,29,1.7,1.9,320,0.8,2018/6/26,19,11
11,336,11,0.04,0.15,1.1,9.9,77,30,1.7,1.2,29,1.8,1.1,331,0.9,2018/6/26,20,10
18,313,4.7,0.05,0.17,3,15,76,33,1.7,1,29,1.8,1,310,1.1,2018/6/26,21,7
17,311,4.1,0.06,0.18,2.7,14,76,35,1.8,1,29,1.8,0.9,307,1.5,2018/6/26,22,2
17,298,4.3,0.08,0.19,3.7,13,76,35,1.8,0.5,29,1.9,0.7,335,1.5,2018/6/26,23,6
11,319,13,0.08,0.18,0,11,83,25,1.7,0.6,28,1.8,0.6,242,5,2018/6/25,0,8
16,5.4,8.4,0.12,0.32,1.2,14,85,28,1.9,1,28,2,0.9,5.3,1.5,2018/6/25,1,12
13,50,7.2,0.13,0.29,1.2,12,87,30,2.1,1.4,28,2.2,1.1,53,2.3,2018/6/25,2,7
11,83,9.4,0.09,0.22,1.1,9.8,87,39,2,2.2,28,2.1,1.7,87,2.6,2018/6/25,3,7
9.1,86,11,0.07,0.2,1,8.1,86,40,1.9,1.4,27,1.9,1.2,81,2.2,2018/6/25,4,8
8.4,93,14,0.07,0.22,1,7.4,84,40,1.8,0.9,27,1.9,1.1,102,0.8,2018/6/25,5,9
14,160,12,0.13,0.39,3,11,82,43,1.9,1.1,28,2,0.2,56,1.5,2018/6/25,6,12
24,118,17,0.18,0.53,7.5,16,77,41,1.9,1.3,29,2.1,1.2,124,6.1,2018/6/25,7,14
27,211,20,0.18,0.38,8.6,18,71,39,1.8,2.3,31,2,1.8,212,9.9,2018/6/25,8,18
22,223,23,0.13,0.33,6.9,15,66,40,1.7,2.9,32,1.9,1.5,214,5.8,2018/6/25,9,17
9.3,207,28,0.06,0.18,3,6.4,61,39,1.7,2.4,32,1.8,2.2,210,1.6,2018/6/25,10,10
6.9,228,27,0.05,0.17,2.1,4.9,63,39,1.7,3.4,33,1.8,2.3,216,1.6,2018/6/25,11,9
5.7,210,26,0.03,0.14,1.9,3.8,62,29,1.7,3.5,32,1.7,2.9,220,0.9,2018/6/25,12,8
5.1,245,24,0.02,0.13,1.8,3.4,61,30,1.7,3,33,1.7,2.5,220,0.5,2018/6/25,13,13
6.1,234,21,0.04,0.17,2.1,4,61,31,1.7,2.5,32,1.7,1.7,226,1,2018/6/25,16,18
7.2,239,21,0.06,0.23,1.8,5.4,65,31,1.7,1.9,31,1.8,1.5,228,1.1,2018/6/25,17,14
9.3,205,18,0.08,0.28,1.6,7.7,72,35,1.7,3.2,30,1.8,1.6,214,0.9,2018/6/25,18,13
11,278,13,0.05,0.22,1.3,10,78,31,1.7,1.4,29,1.7,1.2,249,3.8,2018/6/25,19,13
8.7,253,17,0.02,0.16,1,7.6,81,26,1.7,1.6,29,1.7,1.6,261,3.9,2018/6/25,20,13
6.8,239,18,0.02,0.15,1.1,5.7,83,26,1.7,1.8,29,1.7,1.5,254,1.6,2018/6/25,21,11
7.3,246,13,0.04,0.17,0.9,6.4,84,23,1.7,1.6,29,1.7,1.2,252,1.8,2018/6/25,22,10
3.8,261,13,0.01,0.11,1.1,2.8,83,23,1.7,1.7,29,1.7,1.5,255,0.4,2018/6/25,23,6
21,189,8.3,0.12,0.21,2.1,19,84,32,1.7,2.3,28,1.8,1.9,196,9.2,2018/6/24,0,4
10,134,14,0.06,0.13,0,10,84,25,1.7,1.3,28,1.8,1.5,183,7.4,2018/6/24,1,3
9.9,92,14,0.05,0.15,0.1,9.8,85,26,1.7,1.6,28,1.8,1.3,119,4.4,2018/6/24,2,4
7.5,190,16,0.07,0.15,0.2,7.4,86,28,1.8,1.3,28,1.8,1.1,119,1.9,2018/6/24,3,1
7.4,27,15,0.1,0.18,-0.2,7.6,87,25,1.9,0.7,28,2,0.7,110,1.8,2018/6/24,4,3
11,72,6.7,0.14,0.25,0.7,10,89,34,2.1,1.6,27,2.2,1.4,87,2.6,2018/6/24,5,5
13,77,8.4,0.14,0.29,2.6,10,88,32,2,2.1,28,2.1,1.5,69,3.2,2018/6/24,6,10
12,147,15,0.12,0.31,3.3,9.2,85,42,1.9,2,29,2,1.6,121,4.2,2018/6/24,7,10
16,204,22,0.16,0.37,4,12,78,32,1.9,1.9,30,2,1.5,159,6.6,2018/6/24,8,12
21,192,24,0.12,0.29,6,15,69,40,1.8,2.4,32,1.9,1.3,197,8.6,2018/6/24,9,18
9.7,226,22,0.06,0.21,2.7,7,66,34,1.7,3.1,32,1.8,1.9,217,3.9,2018/6/24,10,17
6.3,210,24,0.05,0.19,1.4,4.9,73,32,1.7,2.4,30,1.8,2,221,3,2018/6/24,11,15
5.8,195,24,0.03,0.14,1.5,4.3,71,25,1.7,2.3,31,1.7,1.8,202,2.2,2018/6/24,12,6
4,254,25,0.02,0.12,0.9,3.2,63,23,1.7,3.3,32,1.7,1.9,235,1.6,2018/6/24,13,5
2,269,25,0.02,0.11,0.4,1.6,60,20,1.7,2.7,33,1.7,2.3,260,1.1,2018/6/24,14,8
2.5,291,25,0.01,0.1,0.3,2.2,64,17,1.7,2.7,32,1.7,2.4,282,1.3,2018/6/24,15,11
1.6,286,27,0,0.09,0.1,1.5,70,12,1.7,2.5,30,1.7,2.8,287,0.8,2018/6/24,16,11
3.4,283,26,0.01,0.12,-0.1,3.5,73,22,1.7,1.8,30,1.7,1.3,270,1.1,2018/6/24,17,9
2.7,300,25,0.01,0.11,-0.1,2.8,75,24,1.7,1.8,29,1.7,1.9,296,1.2,2018/6/24,18,5
3.9,302,23,0.01,0.13,-0.1,4,80,32,1.7,0.7,29,1.7,1,292,1.2,2018/6/24,19,4
7.7,277,18,0.05,0.24,-0.1,7.7,80,24,1.7,1.4,29,1.8,1,276,1.7,2018/6/24,20,4
11,180,15,0.09,0.3,-0.2,11,78,22,1.7,1.1,29,1.8,0.6,250,2.6,2018/6/24,21,11
13,203,12,0.12,0.34,0.3,13,78,24,1.7,1.5,29,1.9,1,229,2.5,2018/6/24,22,9
12,269,11,0.09,0.22,-0.1,12,81,28,1.7,0.9,28,1.8,1.1,256,4.9,2018/6/24,23,13
29,28,0.5,0.28,0.57,7.1,22,87,29,1.9,1.1,28,2.2,1,125,6.9,2018/6/23,0,6
22,68,1.1,0.3,0.49,4.8,18,88,34,2.1,1.8,28,2.4,1.5,85,2.7,2018/6/23,1,8
15,121,2.7,0.23,0.33,2.6,13,89,40,2.2,1.9,27,2.5,1.5,104,1.9,2018/6/23,2,7
14,130,5,0.2,0.27,1.4,13,88,41,2.1,1.6,27,2.3,2,134,3.8,2018/6/23,3,12
16,113,3,0.22,0.3,1.2,15,88,32,2,0.8,27,2.2,1,93,2.8,2018/6/23,4,9
11,161,13,0.09,0.19,1.3,9.8,90,32,1.8,2.3,28,1.9,1.5,155,1.9,2018/6/23,5,10
8.9,155,15,0.05,0.18,2,6.9,90,35,1.7,2.7,28,1.8,1.8,161,1.9,2018/6/23,6,7
14,163,13,0.08,0.27,4.1,9.7,89,42,1.7,2.9,28,1.8,2,169,2.8,2018/6/23,7,3
15,196,13,0.08,0.27,4.1,11,87,36,1.7,1.8,28,1.8,1.6,194,1.2,2018/6/23,8,10
19,193,15,0.09,0.25,7.4,11,85,29,1.7,2.3,29,1.8,2,196,2.5,2018/6/23,9,13
13,205,19,0.07,0.22,4.1,8.4,82,27,1.7,2.7,30,1.8,1.8,203,1.6,2018/6/23,10,16
6.3,221,22,0.04,0.17,2.4,3.9,73,32,1.7,2.6,31,1.7,1.9,217,0.7,2018/6/23,11,9
5.3,237,21,0.03,0.14,1.9,3.4,70,34,1.7,1.9,31,1.7,1.8,218,0.1,2018/6/23,12,6
4.3,260,21,0.01,0.11,1.5,2.7,71,34,1.7,2.9,32,1.7,1.5,256,0.4,2018/6/23,13,10
4.1,273,24,0.01,0.1,1.6,2.5,72,36,1.7,3.1,31,1.7,2.5,273,0.9,2018/6/23,14,6
3.2,286,24,0.02,0.12,1,2.2,71,38,1.7,2.4,31,1.7,1.8,285,0.3,2018/6/23,15,7
3.8,287,27,0.01,0.1,1.2,2.6,76,30,1.7,2.6,30,1.7,2.4,287,0.8,2018/6/23,16,5
3.3,289,24,0.01,0.11,1,2.3,79,24,1.7,1.9,29,1.7,2.3,293,0.3,2018/6/23,17,7
4.5,300,21,0.01,0.12,0.9,3.6,81,23,1.7,0.9,29,1.7,1.5,290,0.5,2018/6/23,18,5
5.8,255,20,0.03,0.16,0.9,4.9,83,26,1.7,1,28,1.7,1,280,0.2,2018/6/23,19,5
7,246,20,0.04,0.19,1,6.1,85,34,1.7,1.5,28,1.7,1.2,254,-0.1,2018/6/23,20,5
9.4,254,17,0.06,0.22,0.9,8.6,85,27,1.7,1.1,28,1.8,0.9,250,0.7,2018/6/23,21,8
15,254,9.6,0.12,0.37,1.6,13,85,34,1.7,0.9,28,1.8,0.6,232,1.1,2018/6/23,22,8
17,198,6.7,0.13,0.34,1.5,16,85,26,1.7,2.1,28,1.9,1.4,204,4,2018/6/23,23,5
29,199,0.7,0.24,0.44,6.5,22,89,50,1.8,0.6,27,2.1,0,119,4.9,2018/6/22,0,13
45,139,0.9,0.44,0.83,25,20,90,38,2.1,1.8,27,2.5,0.9,94,5,2018/6/22,1,16
33,71,1,0.39,0.63,12,21,91,38,2.2,1.6,27,2.6,1,122,6.1,2018/6/22,2,13
17,82,1.4,0.28,0.38,3,14,91,42,2.2,1.2,26,2.5,1.3,92,4.2,2018/6/22,3,15
14,119,1.6,0.24,0.33,1.7,13,91,43,2.2,1.4,26,2.5,1.3,114,5.5,2018/6/22,4,5
18,100,2.2,0.24,0.38,4.8,14,91,44,2.2,2,26,2.5,1.6,111,4.1,2018/6/22,5,10
20,156,5.5,0.25,0.47,7.2,12,91,44,2.1,1.7,27,2.4,1.3,127,5,2018/6/22,6,12
28,163,12,0.3,0.67,11,17,89,48,2,2.6,28,2.3,1.6,160,7.6,2018/6/22,7,21
22,173,16,0.14,0.39,8.3,14,82,48,1.7,2.7,30,1.9,2,175,6.7,2018/6/22,8,17
15,207,18,0.1,0.22,5.7,9.5,75,48,1.7,4.1,31,1.8,2.5,199,3.8,2018/6/22,9,16
14,208,19,0.09,0.21,4.8,9,76,46,1.7,3.2,30,1.8,3.1,202,3,2018/6/22,10,9
6.9,204,23,0.05,0.19,2.4,4.6,75,38,1.7,3.7,31,1.8,2.9,209,1.1,2018/6/22,11,11
6,194,20,0.04,0.18,1.7,4.3,77,33,1.7,1.5,29,1.7,2,224,0.5,2018/6/22,12,9
8,203,21,0.04,0.19,2.6,5.4,78,30,1.7,2.6,30,1.7,2.3,202,0.4,2018/6/22,13,8
7.7,199,22,0.05,0.18,1.9,5.8,78,34,1.7,2.4,30,1.7,2.5,210,0.6,2018/6/22,14,9
14,195,17,0.09,0.24,3.8,10,82,31,1.7,2.9,29,1.8,2.1,200,1.5,2018/6/22,15,6
19,203,13,0.14,0.29,5.6,14,82,27,1.7,2.5,29,1.8,2.2,188,2.6,2018/6/22,16,11
20,173,10,0.16,0.39,4.6,15,81,28,1.7,2.3,29,1.9,2,197,3.2,2018/6/22,17,5
19,207,8.7,0.15,0.42,2.5,17,83,30,1.7,2,29,1.9,1.4,190,3.1,2018/6/22,18,5
21,206,6.8,0.12,0.37,2.7,18,84,33,1.7,1.5,29,1.8,1.6,202,4.2,2018/6/22,19,7
18,115,8.2,0.12,0.33,1.8,16,83,30,1.7,1.5,28,1.8,1.1,172,3.9,2018/6/22,20,6
34,88,0.9,0.29,0.78,11,23,84,32,1.8,1.6,28,2.1,1,68,2.2,2018/6/22,21,12
23,163,2.3,0.25,0.62,3.9,19,87,32,1.9,0.9,28,2.1,1,113,0.8,2018/6/22,22,7
28,176,1,0.38,0.78,8.9,20,88,31,1.9,1.2,28,2.3,0.6,209,2.1,2018/6/22,23,12
38,154,1,0.37,0.77,14,23,96,34,2,1.3,26,2.3,0.6,119,2.8,2018/6/21,0,7
20,6.7,2.2,0.26,0.45,3.2,17,95,41,1.9,1.4,26,2.2,0.5,162,1.5,2018/6/21,1,9
14,134,6.7,0.14,0.31,1.7,12,96,32,1.9,0.9,26,2,1.1,133,0.7,2018/6/21,2,10
9.6,139,10,0.09,0.19,1.5,8.1,96,30,1.8,1.9,26,1.9,1.4,176,0.5,2018/6/21,3,12
8.9,134,9.9,0.08,0.19,1.4,7.5,96,20,1.8,1.8,25,1.9,1.5,141,0.5,2018/6/21,4,5
11,111,5.6,0.09,0.24,2.3,9,96,38,1.9,1,25,2,0.7,141,0.6,2018/6/21,5,14
17,148,5.5,0.14,0.4,7,10,96,47,1.9,1.1,26,2.1,0.7,151,0.7,2018/6/21,6,22
36,91,3.8,0.25,0.79,20,16,96,55,1.9,0.8,26,2.2,0.5,134,2,2018/6/21,7,27
65,149,4.7,0.4,1.2,41,24,93,47,1.9,1,28,2.3,0.9,125,5.4,2018/6/21,8,20
36,60,17,0.23,0.71,15,22,86,41,1.8,1.4,30,2,1.1,86,2.1,2018/6/21,9,15
4.5,292,22,0.01,0.13,1.4,3.1,86,35,1.7,1,26,1.7,2.2,276,0,2018/6/21,12,17
12,124,16,0.07,0.27,3.1,9.2,90,33,1.7,1,26,1.8,0.6,31,0,2018/6/21,13,15
37,109,10,0.23,0.53,14,23,90,25,1.8,2,27,2,1.6,91,0.9,2018/6/21,14,3
31,118,14,0.22,0.43,10,21,89,29,1.8,2.5,28,2,1.7,96,1.2,2018/6/21,15,11
23,129,16,0.16,0.37,4.7,18,87,28,1.8,1.7,28,1.9,1.7,100,0.8,2018/6/21,16,10
30,58,11,0.23,0.62,5.9,24,84,35,1.8,1.4,28,2,1.3,75,0.7,2018/6/21,17,11
