NOx,WIND_DIREC,O3,NMHC,CO,NO,NO2,RH,PM10,CH4,WIND_SPEED,AMB_TEMP,THC,WS_HR,WD_HR,SO2,DATE,Hour,PM2.5
15,62,4.9,0.17,0.22,3.1,12,75,29,1.9,1.1,29,2.1,1.1,79,3.2,2016/6/27,5,1
17,116,7.5,0.12,0.29,5.7,11,70,32,1.9,1,30,2,0.8,110,3.6,2016/6/27,6,9
26,52,11,0.17,0.48,12,14,64,34,1.9,1.6,31,2,1.2,66,5.6,2016/6/27,7,16
30,125,16,0.16,0.54,12,17,61,36,1.8,1.2,32,2,0.4,47,7.1,2016/6/27,8,16
22,268,31,0.13,0.4,6.3,15,60,41,1.8,3.1,33,2,1.3,285,6.3,2016/6/27,9,14
16,285,48,0.08,0.26,3.5,13,65,44,1.8,4.2,32,1.9,3.4,281,8.3,2016/6/27,10,14
11,275,62,0.06,0.23,2,9.4,65,37,1.8,3.9,32,1.9,3.4,274,5.9,2016/6/27,11,22
7.2,282,42,0.01,0.16,1.6,5.6,65,33,1.8,4.6,32,1.8,4.3,282,3.7,2016/6/27,12,17
6.9,298,42,0.02,0.16,1.5,5.3,65,36,1.8,3.6,33,1.8,3.6,284,3.1,2016/6/27,13,16
7.9,307,49,0.01,0.16,1.6,6.2,65,38,1.8,3.9,33,1.8,3.6,297,3.1,2016/6/27,14,7
4.9,300,50,0.02,0.16,1,3.9,65,37,1.8,3.3,33,1.8,2.9,293,2.8,2016/6/27,15,9
22,128,3.1,0.2,0.36,8.9,14,60,43,1.8,3.9,32,2,3.1,137,2.5,2016/6/27,19,1
16,147,4.1,0.18,0.32,4.1,12,60,40,1.8,1.6,,2,2.6,129,2.2,2016/6/27,20,5
15,37,7.4,0.14,0.33,2.7,12,63,30,1.8,1.7,32,2,1.5,114,3.1,2016/6/27,21,3
14,59,9.6,0.12,0.3,1,13,69,38,1.9,1,31,2,1.1,39,2.6,2016/6/27,22,9
12,283,7.2,0.11,0.25,1,11,66,36,1.8,1.1,31,1.9,0.4,120,2.4,2016/6/27,23,1
12,256,10,0.08,0.16,0.9,11,74,21,1.8,0.9,31,1.9,0.7,232,4.8,2016/6/26,0,1
17,253,6.1,0.1,0.15,1,16,76,29,1.8,1.4,30,1.9,0.8,248,11,2016/6/26,1,7
13,101,10,0.09,0.14,1.4,12,77,26,1.9,1.6,30,2,0.8,83,5.4,2016/6/26,2,10
9.1,324,9.7,0.11,0.18,0.8,8.3,78,36,1.9,0.6,30,2,0.9,45,3.4,2016/6/26,3,13
10,67,7,0.12,0.2,0.7,9.4,80,28,2,2.3,30,2.1,1.1,35,4,2016/6/26,4,2
10,98,7.1,0.11,0.22,0.9,9.5,80,28,2,2.1,30,2.1,1.8,83,3.4,2016/6/26,5,1
13,100,8.8,0.12,0.28,3.2,9.7,78,18,1.9,1.9,30,2,1.6,88,4.4,2016/6/26,6,1
15,116,15,0.11,0.32,5,10,74,18,1.9,1.9,31,2,1.8,96,4,2016/6/26,7,6
12,196,24,0.09,0.33,3.5,8.8,69,26,1.9,1.9,32,2,1.7,119,4.8,2016/6/26,8,20
20,197,22,0.14,0.31,4.9,15,65,35,1.8,3.2,32,2,1.7,192,7.6,2016/6/26,9,19
16,206,19,0.09,0.24,6.4,10,61,34,1.8,4.6,33,1.9,3,207,6.7,2016/6/26,10,18
7.6,211,20,0.04,0.16,3.2,4.4,59,31,1.8,2.4,33,1.8,3.2,196,2.9,2016/6/26,11,12
5.2,203,20,0.03,0.15,1.6,3.6,62,24,1.8,3.5,33,1.8,3,214,2.7,2016/6/26,12,7
4.3,217,17,0.03,0.13,1.5,2.9,64,22,1.8,3.7,33,1.8,3.4,216,2.2,2016/6/26,13,8
4.4,204,17,0.02,0.13,1.5,2.9,62,15,1.8,4,33,1.8,3.1,214,2.1,2016/6/26,14,2
3.8,248,14,0.03,0.15,1.2,2.6,68,11,1.8,2.1,32,1.8,2.4,225,2.3,2016/6/26,16,1
3.1,252,9.4,0.02,0.14,0.8,2.3,72,17,1.8,2.4,31,1.8,2,248,1.8,2016/6/26,17,5
2.7,284,9.7,0.01,0.11,0.3,2.4,74,22,1.8,1.3,31,1.8,1.4,263,2.3,2016/6/26,18,2
6.4,124,8.6,0.03,0.16,0.6,5.8,74,21,1.8,2.7,31,1.8,0.6,212,2.4,2016/6/26,19,6
16,85,5.8,0.13,0.38,2.6,14,75,21,1.8,2,30,2,1.6,98,2.4,2016/6/26,20,10
20,79,5.2,0.11,0.34,2.7,17,69,23,1.9,1.7,30,2,1.5,67,3.4,2016/6/26,21,4
19,24,5.8,0.14,0.43,2,17,67,29,1.9,1,30,2,0.9,54,2.9,2016/6/26,22,6
27,31,1.1,0.21,0.5,6.4,21,70,36,1.9,1.6,,2.2,0.9,20,6.6,2016/6/26,23,5
7,161,16,0.03,0.13,1.2,5.8,75,33,1.8,2.3,31,1.8,2.1,174,4.1,2016/6/25,0,6
5.8,152,18,0.02,0.1,0.8,4.9,77,40,1.8,2.9,30,1.8,2.6,161,2.8,2016/6/25,1,10
7.8,95,8.7,0.07,0.14,1,6.8,78,38,2,2.3,30,2,1.8,89,3.3,2016/6/25,2,6
8.9,131,8.8,0.07,0.15,0.9,8,78,29,2,2.8,30,2,2.2,116,3.6,2016/6/25,3,6
11,126,8.6,0.1,0.2,1.1,9.9,77,23,1.9,2.8,30,2,2.8,129,5,2016/6/25,4,5
16,123,6.7,0.17,0.32,1.7,14,76,27,1.9,1.9,30,2.1,1.9,124,6.5,2016/6/25,5,9
15,169,11,0.14,0.25,4.6,11,73,33,1.9,2.8,30,2,2,158,6.4,2016/6/25,6,14
12,192,12,0.08,0.2,5.3,7.1,69,38,1.8,4.8,31,1.9,2.8,173,4.5,2016/6/25,7,7
14,171,12,0.08,0.19,6.3,8.1,68,43,1.8,3.1,32,1.9,3.3,185,3.8,2016/6/25,8,1
18,189,13,0.16,0.2,8.7,9.4,64,42,1.8,4.4,33,1.9,3.1,187,5,2016/6/25,9,1
13,191,16,0.1,0.17,6.1,7.1,61,39,1.8,3.8,33,1.9,3,189,3.6,2016/6/25,10,8
10,191,19,0.1,0.15,4.5,5.9,61,32,1.8,4.5,33,1.9,3,203,3.2,2016/6/25,11,22
7.6,221,18,0.04,0.12,3.2,4.4,60,33,1.8,3.7,34,1.8,3.2,207,2.7,2016/6/25,12,19
5.9,254,16,0.09,0.1,2.4,3.6,58,34,1.8,2.7,34,1.9,2.4,219,2.5,2016/6/25,13,9
3.3,271,16,0.16,0.08,1.7,1.7,65,27,1.8,3.7,33,1.9,2.6,260,2.6,2016/6/25,14,1
3,233,20,0.02,0.09,1.2,1.8,67,27,1.8,2.8,33,1.8,2.7,254,2,2016/6/25,15,1
3,258,20,0.01,0.09,1.2,1.9,66,26,1.8,2.5,33,1.8,2.1,255,2.1,2016/6/25,16,3
3.8,233,25,0.02,0.1,1.2,2.6,69,30,1.8,2.1,32,1.8,2.2,257,2.2,2016/6/25,17,9
4.9,248,21,0.02,0.13,1.1,3.8,72,26,1.8,1.6,32,1.8,1.5,260,2.8,2016/6/25,18,5
4.8,291,19,0.01,0.11,0.8,4,73,20,1.8,2.3,31,1.8,1.7,278,2.1,2016/6/25,19,5
4.1,268,22,0,0.1,0.7,3.4,73,19,1.8,1.7,31,1.8,1.4,279,1.9,2016/6/25,20,1
5.6,278,15,0.01,0.13,0.9,4.7,72,13,1.8,0.8,31,1.8,1,261,1.8,2016/6/25,21,1
5.7,268,17,0.02,0.12,0.9,4.8,72,20,1.8,0.7,31,1.8,0.7,287,2.1,2016/6/25,22,1
10,107,12,0.07,0.19,1.1,8.9,71,19,1.8,1.4,,1.9,0.7,99,2.5,2016/6/25,23,1
19,11,9.2,0.25,0.34,1.3,17,71,37,1.9,1.4,30,2.2,0.8,27,6.5,2016/6/24,0,8
16,43,7.9,0.2,0.3,1.2,15,72,42,1.9,1.4,30,2.1,1,33,5.4,2016/6/24,1,12
12,114,11,0.09,0.21,0.9,11,71,38,1.9,1.7,29,2,1.5,93,3.5,2016/6/24,2,10
7.2,101,12,0.09,0.17,0.8,6.4,71,34,1.9,1.1,29,2,1.3,94,1.5,2016/6/24,3,14
7.5,37,11,0.08,0.15,1,6.5,70,31,1.9,1.7,29,1.9,1.2,81,1.3,2016/6/24,4,7
11,29,5.4,0.11,0.22,1.5,9.8,72,30,1.9,1.8,29,2,1.3,30,2,2016/6/24,5,4
18,83,8.1,0.14,0.28,7.2,10,69,35,1.9,1.9,29,2,1.5,66,3.8,2016/6/24,6,5
20,117,15,0.16,0.47,7.9,12,66,36,1.9,2.2,31,2,1.4,116,4.4,2016/6/24,7,4
25,143,24,0.21,0.76,8.1,17,63,36,1.9,3.5,32,2.1,2.3,145,9.6,2016/6/24,8,5
25,160,16,0.19,0.37,10,15,60,41,1.8,3.9,33,2,3.6,180,9.4,2016/6/24,9,6
21,186,14,0.12,0.23,10,11,61,40,1.8,3.9,33,1.9,3.3,187,5.6,2016/6/24,10,15
17,198,16,0.09,0.15,8.5,8.7,61,42,1.8,4.3,33,1.9,3.9,196,3.6,2016/6/24,11,14
10,193,18,0.05,0.13,4.7,5.4,59,31,1.8,4.1,33,1.8,3.7,198,1.9,2016/6/24,12,7
7.4,196,24,0.11,0.12,3.1,4.3,62,26,1.8,4.2,33,1.9,3.7,200,2.2,2016/6/24,13,4
7,224,24,0.12,0.12,2.8,4.2,67,24,1.8,3.9,33,1.9,3.4,205,1.6,2016/6/24,14,12
7.4,208,18,0.09,0.15,3.2,4.2,68,22,1.8,3.5,33,1.9,3.1,206,0.8,2016/6/24,15,9
6.8,195,17,0.06,0.15,2.9,3.9,66,26,1.8,3.7,33,1.8,3.3,197,0.9,2016/6/24,16,12
10,203,15,0.07,0.21,3.7,6.3,69,24,1.8,2.3,32,1.8,2.5,192,2.1,2016/6/24,17,3
7.2,221,13,0.08,0.23,1.9,5.3,73,32,1.8,1.8,31,1.8,1.8,210,0.7,2016/6/24,18,10
11,169,9.4,0.1,0.26,1.8,9.1,71,32,1.8,1.6,31,1.9,1.5,165,2.1,2016/6/24,19,4
17,126,5.8,0.16,0.4,2.3,15,67,33,1.8,1.9,,2,1.3,140,3.6,2016/6/24,20,9
14,291,5.8,0.17,0.35,2.1,12,71,29,1.8,1.3,31,2,1.3,151,3,2016/6/24,21,6
14,191,6.7,0.11,0.23,1.5,12,75,25,1.8,2.8,31,1.9,1.7,203,4.3,2016/6/24,22,7
12,176,8.4,0.11,0.18,1.8,10,74,27,1.8,2.4,31,1.9,2,181,3.8,2016/6/24,23,10
7.7,259,9.8,0.03,0.09,1.7,6,77,18,1.8,1.5,30,1.8,0.9,253,3.5,2016/6/23,2,9
6,264,9.8,0,0.07,1.7,4.3,80,20,1.8,1.8,29,1.8,1.6,260,3.2,2016/6/23,3,4
6,225,9,0.02,0.08,1.6,4.3,80,20,1.8,0.8,29,1.8,1,217,3.2,2016/6/23,4,1
12,31,4.2,0.14,0.24,3,9.4,79,24,1.9,1.3,29,2,1.1,26,4.3,2016/6/23,5,8
20,318,7.9,0.31,0.34,7.7,12,77,27,1.9,1.3,30,2.2,0.7,8.1,7.5,2016/6/23,6,10
20,307,14,0.21,0.38,7.5,13,75,29,1.9,1.4,30,2.1,0.9,296,9.9,2016/6/23,7,15
28,228,21,0.23,0.53,9.2,19,70,37,1.9,2.4,32,2.1,0.2,217,13,2016/6/23,8,15
29,206,,0.23,0.5,7.5,21,63,43,1.9,3.5,32,2.1,2.2,207,15,2016/6/23,9,17
8.5,186,25,0.06,0.16,3.4,5.2,60,43,1.8,4.6,33,1.9,3.2,201,3.5,2016/6/23,11,17
7.3,214,21,0.03,0.15,3.7,3.6,63,34,1.8,4,33,1.8,3.5,201,2.7,2016/6/23,12,16
5.7,213,18,0.03,0.13,3,2.6,63,31,1.8,3.1,33,1.8,3.2,208,2.8,2016/6/23,13,12
6.7,202,17,0.03,0.13,3.6,3.1,63,31,1.8,4.3,33,1.8,3.5,201,2.6,2016/6/23,14,7
7.3,214,14,0.06,0.15,3,4.3,66,26,1.8,2.9,32,1.8,2.7,207,2.6,2016/6/23,15,5
,197,,,,,,70,20,,2,31,,1.8,215,,2016/6/23,16,7
15,117,16,0.2,0.32,3.8,11,68,16,1.8,2.2,31,2,1.7,185,3.6,2016/6/23,17,6
31,47,10,0.33,0.69,3.7,27,65,20,1.8,0.9,31,2.2,0.8,86,6.1,2016/6/23,18,10
15,178,8.7,0.11,0.25,1.9,14,74,25,1.8,1.5,31,1.9,1.2,196,8.6,2016/6/23,19,7
9.5,234,9.9,0.06,0.2,1.6,7.9,77,26,1.8,2,31,1.8,1.3,213,5.5,2016/6/23,20,10
17,33,8.1,0.21,0.32,1.2,15,76,28,1.8,2,,2,0.6,17,5.5,2016/6/23,21,8
29,33,6,0.5,0.39,1.9,28,69,28,1.9,1.9,30,2.4,1.6,28,12,2016/6/23,22,10
28,35,5.2,0.46,0.47,2.2,26,70,36,1.9,1.1,30,2.4,1.1,31,7.8,2016/6/23,23,12
7.1,190,6.1,0.01,0.12,2.1,5,78,22,1.8,2.5,,1.8,2,194,3.8,2016/6/22,0,5
9.3,195,4.3,0.04,0.23,2.3,7.1,78,28,1.8,1.5,30,1.9,1.6,190,7,2016/6/22,1,2
20,85,2,0.22,0.26,4.8,15,77,28,1.9,1.8,30,2.1,1.3,51,9.7,2016/6/22,2,6
11,84,7.9,0.09,0.2,2.4,8.6,76,26,1.9,1.2,29,1.9,1.3,96,4.7,2016/6/22,3,6
9.3,115,7.9,0.06,0.21,2.3,7,76,22,1.9,1.9,29,1.9,1.6,114,2.9,2016/6/22,4,10
11,118,5.7,0.09,0.24,3.2,7.9,76,21,1.9,0.8,29,2,1,88,2.2,2016/6/22,5,10
18,123,6.2,0.11,0.32,8.8,9.4,73,26,1.9,2,29,2,1,109,3.5,2016/6/22,6,3
19,121,12,0.11,0.4,9.6,9.5,66,30,1.9,1.4,31,2,1.2,79,2.5,2016/6/22,7,1
22,132,23,0.14,0.57,8.3,14,64,33,1.8,1.9,32,2,1,116,4.4,2016/6/22,8,9
32,213,34,0.22,0.7,9.3,22,58,37,1.9,2.1,33,2.1,1.5,174,11,2016/6/22,9,16
20,189,13,0.08,0.27,11,9.4,55,34,1.8,2.8,33,1.9,2.6,202,5.4,2016/6/22,10,26
,204,13,0.07,0.19,,,51,30,1.8,2.7,34,1.9,2.7,212,4.8,2016/6/22,11,14
,199,15,0.04,0.16,,,53,23,1.8,3.8,34,1.8,3.2,205,3.5,2016/6/22,12,13
,259,16,0.01,0.11,,,56,22,1.8,2.8,34,1.8,2.4,237,3.2,2016/6/22,13,12
,251,16,0.02,0.12,,,55,20,1.8,2.9,34,1.8,1.8,222,2.2,2016/6/22,14,14
6.9,225,15,0.03,0.14,4,2.9,56,22,1.8,2.3,33,1.8,1.8,212,2.1,2016/6/22,15,7
7,202,17,0.03,0.15,3.3,3.7,61,24,1.8,1.6,33,1.8,1.5,234,2.3,2016/6/22,16,1
9.6,202,12,0.08,0.27,4.3,5.3,61,32,1.8,2.8,32,1.8,2.1,197,2.1,2016/6/22,17,1
8.5,260,9.7,0.05,0.23,3.1,5.4,67,27,1.8,1.4,31,1.8,1.6,225,2.4,2016/6/22,18,4
6.1,250,11,0.01,0.16,1.9,4.2,72,27,1.8,1.8,31,1.8,1.5,256,2.2,2016/6/22,19,9
5.4,211,13,0.01,0.16,1.7,3.7,74,24,1.8,1.2,,1.8,1.3,246,1.9,2016/6/22,20,7
8.7,239,11,0.05,0.22,2,6.6,74,28,1.8,1.8,31,1.8,1.2,213,2.7,2016/6/22,21,7
11,191,6.2,0.06,0.21,2.3,8.6,76,31,1.8,2.4,30,1.8,1.3,209,4.1,2016/6/22,22,8
12,199,6.9,0.07,0.14,2.2,9.4,75,25,1.8,2.6,30,1.9,2.3,193,6.9,2016/6/22,23,9
13,30,9.3,0.13,0.25,1.8,11,67,39,1.9,1.8,29,2,1.3,61,3,2016/6/21,0,8
17,350,6.9,0.24,0.23,1.9,15,68,23,1.9,1.5,29,2.2,0.8,9.8,5.1,2016/6/21,1,6
10,305,9.2,0.15,0.2,1.1,9.3,68,27,1.9,0.8,28,2.1,0.6,356,2,2016/6/21,2,8
11,34,7.4,0.18,0.21,1.4,9.3,70,19,1.9,1.3,28,2.1,0.7,345,2.9,2016/6/21,3,5
12,22,5.3,0.18,0.2,1.5,10,71,29,1.9,1.3,29,2.1,1.1,33,3.7,2016/6/21,4,10
24,108,2.6,0.3,0.33,8,16,71,30,2,1.5,29,2.3,1.3,84,5.5,2016/6/21,5,5
22,126,7.5,0.19,0.39,8.9,13,68,30,1.9,2,29,2.1,1.4,95,5.9,2016/6/21,6,6
24,50,14,0.15,0.46,11,13,63,31,1.9,2.5,30,2,1.6,98,5.8,2016/6/21,7,5
26,37,25,0.18,0.54,8.9,17,59,35,1.8,1.9,32,2,1.4,82,5.8,2016/6/21,8,17
28,243,43,0.22,0.57,5.9,22,56,43,1.9,1.8,33,2.1,1.1,193,11,2016/6/21,9,21
22,202,17,0.12,0.27,9.7,12,58,45,1.8,4.4,33,1.9,3.2,207,7.5,2016/6/21,10,23
8.9,199,16,0.04,0.16,4.6,4.3,58,39,1.8,4.1,33,1.8,3.5,198,2.8,2016/6/21,11,14
7.1,212,16,0.03,0.15,3.7,3.3,58,33,1.8,3.1,33,1.8,2.7,201,2,2016/6/21,12,6
6.7,230,18,0.02,0.13,3.3,3.4,60,27,1.8,2.3,33,1.8,2.6,206,2.1,2016/6/21,13,1
5.2,213,19,0.02,0.12,2.5,2.7,62,21,1.8,2.1,33,1.8,2.1,225,1.8,2016/6/21,14,7
7.8,220,13,0.03,0.17,2.7,5.1,68,17,1.8,1.8,32,1.8,1.5,229,2.1,2016/6/21,15,3
11,356,7.5,0.07,0.24,4,7.3,71,20,1.8,1.8,31,1.8,1.1,229,3,2016/6/21,16,1
27,352,9.7,0.24,0.47,4.9,22,67,25,1.9,1,31,2.1,0.9,21,5.8,2016/6/21,17,1
25,30,7.5,0.25,0.49,3.6,21,68,34,1.8,1.2,32,2.1,1,26,5.3,2016/6/21,18,5
29,71,4.2,0.29,0.68,3.8,25,69,42,1.9,2,31,2.2,1.5,77,4.6,2016/6/21,19,19
31,148,2.6,0.35,0.78,5.3,26,70,48,1.9,1.8,,2.3,1.3,105,5.3,2016/6/21,20,19
29,191,1.5,0.29,0.61,6.3,23,73,46,1.9,2.9,31,2.2,1.6,174,8.4,2016/6/21,21,15
12,206,9.5,0.05,0.19,2.2,9.5,76,31,1.8,1.8,30,1.8,2.3,192,5.5,2016/6/21,22,7
9.2,199,6.3,0.02,0.14,1.9,7.2,78,25,1.8,2.7,30,1.8,2,198,4.5,2016/6/21,23,1
24,354,5.7,0.29,0.49,1.4,22,75,42,2,0.5,29,2.3,0.5,352,6.9,2016/6/20,0,12
19,33,7.8,0.25,0.4,1.7,17,76,38,2,1.3,29,2.2,0.7,343,7.2,2016/6/20,1,12
16,29,8.2,0.34,0.32,1.8,14,76,42,2,2.3,29,2.4,1.6,29,7.5,2016/6/20,2,13
8.3,59,15,0.18,0.18,1.5,6.9,76,44,2,0.5,28,2.2,0.7,16,2,2016/6/20,3,6
8.4,324,14,0.18,0.21,1.5,6.9,74,46,2,0.5,28,2.1,0.2,321,1.8,2016/6/20,4,9
14,62,9.6,0.31,0.34,2.3,12,76,40,2,0.8,28,2.3,0.4,347,3,2016/6/20,5,8
25,42,17,0.49,0.56,6.3,18,76,42,2.1,2.5,29,2.6,0.9,15,4.3,2016/6/20,6,13
15,19,36,0.25,0.42,3.4,11,65,36,1.9,1.3,30,2.2,1.6,43,4.3,2016/6/20,7,15
16,13,42,0.16,0.48,3.9,12,61,49,1.9,1.8,32,2.1,1.7,38,6,2016/6/20,8,17
16,289,49,0.11,0.37,4,12,60,49,1.9,3.1,32,2,1.5,301,6.3,2016/6/20,9,14
7.1,285,57,0.03,0.23,2.1,5.1,66,60,1.8,3.3,31,1.9,3,285,3.9,2016/6/20,10,21
7.8,281,67,0.02,0.22,1.9,5.9,65,57,1.8,3.1,32,1.9,3.2,288,5.1,2016/6/20,11,25
7.4,218,62,0.04,0.21,1.8,5.6,61,49,1.8,3.4,33,1.9,2.7,245,3.7,2016/6/20,12,20
9.9,198,24,0.04,0.14,3.8,6.1,60,43,1.8,4.7,33,1.8,3.2,209,3.8,2016/6/20,13,18
19,188,14,0.05,0.15,10,9.1,59,27,1.8,4.7,34,1.8,4.4,189,7,2016/6/20,14,14
18,190,14,0.06,0.15,9,8.8,61,30,1.8,5.1,33,1.8,4,197,5.8,2016/6/20,15,17
26,139,2.2,0.15,0.36,11,14,63,29,1.8,2.6,32,1.9,2.6,183,6.6,2016/6/20,17,6
27,26,10,0.33,0.49,5.2,22,62,46,1.9,2.8,31,2.2,1.5,44,5.8,2016/6/20,18,4
28,346,8.3,0.37,0.66,2.5,25,65,49,1.9,1.1,30,2.2,1,353,4.6,2016/6/20,19,7
34,16,5.8,0.44,0.75,5.3,29,66,50,1.9,1.5,,2.3,1,18,5.6,2016/6/20,20,14
42,19,1.9,0.76,0.78,8.6,34,68,46,2,1,30,2.7,0.9,22,8.5,2016/6/20,21,19
24,70,9.1,0.31,0.52,4.8,19,66,45,1.9,1.7,30,2.2,1.6,83,5.6,2016/6/20,22,10
14,92,11,0.1,0.31,1.7,12,65,39,1.9,1.5,29,2,1.7,98,3.6,2016/6/20,23,10
15,61,2.2,0.15,0.24,3.9,11,78,32,1.9,0.6,30,2,1,66,6.2,2016/6/19,0,9
13,35,4.2,0.13,0.17,3.2,9.6,79,34,1.9,1.2,30,2,1,29,4,2016/6/19,1,12
8.4,37,5.5,0.07,0.18,1.1,7.4,80,27,1.9,0.9,30,1.9,0.8,32,2.9,2016/6/19,2,1
6.7,30,8.3,0.05,0.15,1.3,5.4,79,26,1.8,1.3,29,1.9,0.7,32,2,2016/6/19,3,1
4.8,43,9.3,0.05,0.14,1.1,3.7,79,19,1.8,2.5,29,1.9,1.8,42,2,2016/6/19,4,1
11,124,6.2,0.14,0.17,2.4,8.3,78,20,1.9,1.5,29,2,1.1,85,3.3,2016/6/19,5,4
12,61,10,0.09,0.22,4.7,7.1,75,31,1.9,1.3,30,2,0.9,119,4.3,2016/6/19,6,2
21,18,14,0.23,0.36,9.4,11,70,35,1.9,2.1,31,2.1,0.8,35,9.1,2016/6/19,7,13
11,304,33,0.16,0.28,3.5,7.6,66,42,1.8,2.5,31,2,1.1,333,4.3,2016/6/19,8,13
6.3,277,39,0.04,0.2,1.9,4.5,65,36,1.8,2.9,32,1.9,2.5,275,3.1,2016/6/19,9,19
5.1,260,47,0.02,0.17,1.7,3.5,61,35,1.8,4.1,32,1.8,3.2,277,2.3,2016/6/19,10,8
5,282,60,0.02,0.21,1.3,3.8,63,28,1.8,4.3,33,1.8,3.5,275,3.3,2016/6/19,11,14
4,261,53,0.01,0.16,1.5,2.6,66,28,1.8,3.4,32,1.8,3.5,276,2.6,2016/6/19,12,12
3.1,270,46,0,0.14,1.2,1.9,72,29,1.8,4.3,32,1.8,3.8,265,2.2,2016/6/19,13,18
3.1,255,46,0,0.13,1.3,1.9,72,43,1.8,3.5,32,1.8,3.1,268,2.6,2016/6/19,14,14
2.7,285,43,0.01,0.13,1.2,1.5,74,48,1.8,3.4,31,1.8,3.2,273,2.3,2016/6/19,15,15
4.2,300,34,0.01,0.14,1,3.2,76,48,1.8,2.4,31,1.8,2.7,294,2.6,2016/6/19,16,7
5.8,38,29,0.04,0.22,1.4,4.5,74,35,1.8,3.1,31,1.8,1.3,333,2.3,2016/6/19,17,7
10,37,24,0.09,0.29,1.6,8.8,75,32,1.9,2.3,30,1.9,3,40,2.1,2016/6/19,18,6
14,36,21,0.16,0.37,1.5,13,73,37,1.9,0.7,30,2,1.3,37,2.7,2016/6/19,19,12
15,11,18,0.16,0.48,1.6,13,72,44,1.9,0.9,,2,0.9,32,2.4,2016/6/19,20,15
15,31,18,0.17,0.49,1.4,14,71,42,1.9,2.3,30,2.1,1.3,30,2.6,2016/6/19,21,31
16,27,14,0.15,0.45,1.6,15,73,42,1.9,0.6,30,2.1,0.7,19,2.9,2016/6/19,22,20
18,335,11,0.23,0.45,1.5,16,73,38,1.9,0.7,30,2.2,0.4,321,3.6,2016/6/19,23,20
28,268,0.5,0.13,0.2,9.8,18,79,28,1.8,0.8,29,1.9,1,232,8.7,2016/6/18,0,12
,199,,,,,,,34,,2.6,,,,,,2016/6/18,8,13
,209,21,0.07,0.23,,,60,24,1.8,2.4,32,1.8,2.6,195,,2016/6/18,9,13
7,206,20,0.03,0.17,3.5,3.5,62,25,1.8,3.8,33,1.8,3.5,202,1.9,2016/6/18,12,18
7.7,204,20,0.04,0.18,3.9,3.8,64,27,1.8,3.9,33,1.8,2.9,206,1.3,2016/6/18,13,13
8,192,15,0.03,0.16,4.5,3.5,61,22,1.8,4.4,33,1.8,3.4,198,1.5,2016/6/18,14,5
7.4,203,14,0.03,0.16,4.4,3.1,64,17,1.8,2.6,33,1.8,3.2,206,1.8,2016/6/18,15,1
6.4,222,10,0.05,0.19,3.7,2.7,63,26,1.8,2.6,33,1.8,2.3,218,1.4,2016/6/18,16,1
7.2,202,10,0.04,0.21,3.7,3.5,69,27,1.8,2.2,32,1.8,2.3,215,1.6,2016/6/18,17,2
8.5,234,8,0.07,0.25,3.4,5.1,71,32,1.8,1.2,31,1.8,1.8,214,1.4,2016/6/18,18,6
8.6,197,7.3,0.06,0.24,3.1,5.6,74,17,1.8,2.8,31,1.8,1.7,209,1.7,2016/6/18,19,3
8.7,229,8.4,0.06,0.24,2.5,6.2,76,18,1.8,1.6,31,1.8,1.7,218,1.8,2016/6/18,20,3
18,171,2.8,0.14,0.38,6.2,12,72,18,1.8,1.5,31,2,1.4,197,5.2,2016/6/18,21,3
22,36,1.1,0.26,0.42,8.5,13,74,32,1.9,3.1,,2.1,1.8,47,4.2,2016/6/18,22,4
19,41,2.2,0.28,0.25,5.7,13,77,32,1.9,2.2,30,2.1,2.4,46,6.2,2016/6/18,23,8
6.3,355,11,0.04,0.17,1.1,5.2,80,34,1.8,1.2,29,1.8,0.7,266,4.2,2016/6/17,0,3
23,5.6,2.4,0.18,0.44,7.9,15,81,40,1.9,0.5,29,2.1,0.9,41,8.2,2016/6/17,1,4
13,16,3.8,0.15,0.38,1.1,11,81,41,1.9,0.9,29,2.1,0.5,56,5.9,2016/6/17,2,3
14,28,2.9,0.17,0.31,1.8,12,81,46,1.9,0.6,28,2.1,0.8,59,4.2,2016/6/17,3,12
14,3.7,2.5,0.16,0.32,2.6,12,82,41,1.9,0.5,28,2.1,0.4,15,3.4,2016/6/17,4,8
14,74,3.2,0.16,0.41,3.3,11,80,43,1.9,1.2,28,2.1,1.2,82,2.7,2016/6/17,5,17
17,112,7.1,0.15,0.49,7.1,9.7,73,36,1.9,1.6,29,2,1.4,114,2.9,2016/6/17,6,14
25,132,13,0.21,0.61,11,14,69,38,1.9,2.1,30,2.1,1.4,109,4.9,2016/6/17,7,12
18,210,17,0.14,0.35,7.1,11,70,37,1.8,3.8,31,1.9,2.3,190,6.7,2016/6/17,8,8
10,206,22,0.06,0.21,3.9,6.5,70,41,1.8,3.2,31,1.8,2.3,198,3.5,2016/6/17,9,14
7.2,221,25,0.05,0.18,2.6,4.6,69,41,1.8,3.5,32,1.8,3.1,203,2.8,2016/6/17,10,12
5.9,214,21,0.04,0.16,2.4,3.6,67,34,1.8,3.1,32,1.8,2.9,216,2.4,2016/6/17,11,10
5,222,24,0.03,0.15,2.2,2.8,64,22,1.8,3.6,32,1.8,3.1,216,2,2016/6/17,12,2
4.2,220,24,0.02,0.13,1.6,2.6,66,20,1.8,3.1,32,1.8,3.2,214,1.8,2016/6/17,13,13
